date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:46:01	4297/4297	---M--	200	added ('OK')	image/jpeg	etag:%2210c9-5af5e0b203500%22	http://jellywp.com/html/sprasa-preview/img/dan-smedley-TBNzDilPfzo-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/dan-smedley-TBNzDilPfzo-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:01	3843/3843	---M--	200	added ('OK')	image/jpeg	etag:%22f03-5af5e0aa62300%22	http://jellywp.com/html/sprasa-preview/img/markus-spiske-exUbjEirAsY-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/markus-spiske-exUbjEirAsY-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:06	30961/30961	---M--	200	added ('OK')	image/jpeg	etag:%2278f1-5af5e04ed4b00%22	http://jellywp.com/html/sprasa-preview/img/oskar-zhitnitsa-d7bPBiGq668-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/oskar-zhitnitsa-d7bPBiGq668-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:07	33904/33904	---M--	200	added ('OK')	image/jpeg	etag:%228470-5af6da723f180%22	http://jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-709789-scaled-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-709789-scaled-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:07	31647/31647	---M--	200	added ('OK')	image/jpeg	etag:%227b9f-5af5e04457240%22	http://jellywp.com/html/sprasa-preview/img/daniel-korpai-L8y01mTuDZg-unsplash-scaled-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/daniel-korpai-L8y01mTuDZg-unsplash-scaled-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:13	140193/140193	---M--	200	added ('OK')	image/jpeg	etag:%22223a1-5af5e04a0ffc0%22	http://jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-1071162-scaled-1000x0.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-1071162-scaled-1000x0.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:14	50391/50391	---M--	200	added ('OK')	image/jpeg	etag:%22c4d7-5af6da5697040%22	http://jellywp.com/html/sprasa-preview/img/alex-block-O6PS-ts5C2A-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/alex-block-O6PS-ts5C2A-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:18	20384/20384	---M--	200	added ('OK')	image/jpeg	etag:%224fa0-5af5e03daa280%22	http://jellywp.com/html/sprasa-preview/img/bradley-dunn-9SGGun3iIig-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/bradley-dunn-9SGGun3iIig-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:22	85325/85325	---M--	200	added ('OK')	image/jpeg	etag:%2214d4d-5af5e06c650c0%22	http://jellywp.com/html/sprasa-preview/img/andrea-davis-2pJoyAPvetk-unsplash-1000x650.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/andrea-davis-2pJoyAPvetk-unsplash-1000x650.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:25	111027/111027	---M--	200	added ('OK')	image/jpeg	etag:%221b1b3-5af5e0ae32c00%22	http://jellywp.com/html/sprasa-preview/img/pexels-broken-villages-3991602-1000x650.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-broken-villages-3991602-1000x650.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:26	23188/23188	---M--	200	added ('OK')	image/jpeg	etag:%225a94-5af5e07312080%22	http://jellywp.com/html/sprasa-preview/img/priscilla-du-preez-dlxLGIy-2VU-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/priscilla-du-preez-dlxLGIy-2VU-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:27	51883/51883	---M--	200	added ('OK')	image/jpeg	etag:%22caab-5af6da60206c0%22	http://jellywp.com/html/sprasa-preview/img/chelsea-gates-cEj_1sfw3hA-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/chelsea-gates-cEj_1sfw3hA-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:34	29400/29400	---M--	200	added ('OK')	image/jpeg	etag:%2272d8-5af6da6114900%22	http://jellywp.com/html/sprasa-preview/img/freestocks-BIrCeCTdGAY-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/freestocks-BIrCeCTdGAY-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:38	21434/21434	---M--	200	added ('OK')	image/jpeg	etag:%2253ba-5af5e08624d80%22	http://jellywp.com/html/sprasa-preview/img/melanie-van-leeuwen-QA-qQfWJM0E-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/melanie-van-leeuwen-QA-qQfWJM0E-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:42	183934/183934	---M--	200	added ('OK')	image/jpeg	etag:%222ce7e-5af5e063cfc80%22	http://jellywp.com/html/sprasa-preview/img/pexels-josh-hild-2422259-1000x650.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-josh-hild-2422259-1000x650.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:44	33623/33623	---M--	200	added ('OK')	image/jpeg	etag:%228357-5af5e05fff380%22	http://jellywp.com/html/sprasa-preview/img/daniel-korpai-_RYbP9O-vTU-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/daniel-korpai-_RYbP9O-vTU-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:47	28673/28673	---M--	200	added ('OK')	image/jpeg	etag:%227001-5af5e0d087d00%22	http://jellywp.com/html/sprasa-preview/img/farol-106-JlriaTaLavA-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/farol-106-JlriaTaLavA-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:53	55361/55361	---M--	200	added ('OK')	image/jpeg	etag:%22d841-5af5e0cdab640%22	http://jellywp.com/html/sprasa-preview/img/pexels-helena-lopes-693268-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-helena-lopes-693268-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:54	38010/38010	---M--	200	added ('OK')	image/jpeg	etag:%22947a-5af5e089f5680%22	http://jellywp.com/html/sprasa-preview/img/have-fun-do-good-MyhbXgx2DTk-unsplash-500x350.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/have-fun-do-good-MyhbXgx2DTk-unsplash-500x350.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:54	5029/5029	---M--	200	added ('OK')	image/jpeg	etag:%2213a5-5af5e08901440%22	http://jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-1257105-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-daria-shevtsova-1257105-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:55	4658/4658	---M--	200	added ('OK')	image/jpeg	etag:%221232-5af5e0cacef80%22	http://jellywp.com/html/sprasa-preview/img/jo-jo-M46Z1FXmD-c-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/jo-jo-M46Z1FXmD-c-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:46:55	3613/3613	---M--	200	added ('OK')	image/jpeg	etag:%22e1d-5af5e0ab56540%22	http://jellywp.com/html/sprasa-preview/img/melanie-van-leeuwen-QA-qQfWJM0E-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/melanie-van-leeuwen-QA-qQfWJM0E-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:01	31789/31789	---M--	200	added ('OK')	image/jpeg	etag:%227c2d-5af5e03cb6040%22	http://jellywp.com/html/sprasa-preview/img/klara-kulikova-f2d9xY93ym0-unsplash-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/klara-kulikova-f2d9xY93ym0-unsplash-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:05	21757/21757	---M--	200	added ('OK')	image/jpeg	etag:%2254fd-5af5e05a46600%22	http://jellywp.com/html/sprasa-preview/img/pexels-ichad-windhiagiri-3993407-scaled-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-ichad-windhiagiri-3993407-scaled-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:15	58034/58034	---M--	200	added ('OK')	image/jpeg	etag:%22e2b2-5af5e04bf8440%22	http://jellywp.com/html/sprasa-preview/img/jeffrey-f-lin-XYESMxSp-yk-unsplash-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/jeffrey-f-lin-XYESMxSp-yk-unsplash-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:15	312229/312229	---M--	200	added ('OK')	image/jpeg	etag:%224c3a5-5af5e0937ed00%22	http://jellywp.com/html/sprasa-preview/img/noah-carter-_TJ22WxXJ8U-unsplash.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/noah-carter-_TJ22WxXJ8U-unsplash.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:20	30097/30097	---M--	200	added ('OK')	image/jpeg	etag:%227591-5af5e059523c0%22	http://jellywp.com/html/sprasa-preview/img/taylor-simpson-GxDo5JXcErw-unsplash-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/taylor-simpson-GxDo5JXcErw-unsplash-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:23	49792/49792	---M--	200	added ('OK')	image/jpeg	etag:%22c280-5af5e0c60a440%22	http://jellywp.com/html/sprasa-preview/img/william-recinos-qtYhAQnIwSE-unsplash-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/william-recinos-qtYhAQnIwSE-unsplash-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:24	4092/4092	---M--	200	added ('OK')	image/jpeg	etag:%22ffc-5af5e07129c00%22	http://jellywp.com/html/sprasa-preview/img/laura-chouette-IbsP3KmoWa4-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/laura-chouette-IbsP3KmoWa4-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:25	3913/3913	---M--	200	added ('OK')	image/jpeg	etag:%22f49-5af5e08718fc0%22	http://jellywp.com/html/sprasa-preview/img/gbarkz-cMHzDQ8ZPMM-unsplash-scaled-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/gbarkz-cMHzDQ8ZPMM-unsplash-scaled-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:26	2879/2879	---M--	200	added ('OK')	image/jpeg	etag:%22b3f-5af5e0937ed00%22	http://jellywp.com/html/sprasa-preview/img/morning-brew-rWfR4uYBFtY-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/morning-brew-rWfR4uYBFtY-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:27	3518/3518	---M--	200	added ('OK')	image/jpeg	etag:%22dbe-5af5e0c516200%22	http://jellywp.com/html/sprasa-preview/img/pexels-andrea-piacquadio-3808904-1-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-andrea-piacquadio-3808904-1-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:28	2629/2629	---M--	200	added ('OK')	image/jpeg	etag:%22a45-5af5e05769f40%22	http://jellywp.com/html/sprasa-preview/img/tianyi-ma-WiONHd_zYI4-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/tianyi-ma-WiONHd_zYI4-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:29	58330/58330	---M--	200	added ('OK')	image/jpeg	etag:%22e3da-5af5e04086940%22	http://jellywp.com/html/sprasa-preview/img/obi-onyeador-xoXlVmsH6I-unsplash-450x450.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/obi-onyeador-xoXlVmsH6I-unsplash-450x450.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:30	4816/4816	---M--	200	added ('OK')	image/jpeg	etag:%2212d0-5af5e074fa500%22	http://jellywp.com/html/sprasa-preview/img/pexels-anna-shvets-3905792-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-anna-shvets-3905792-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:30	3017/3017	---M--	200	added ('OK')	image/jpeg	etag:%22bc9-5af5e05769f40%22	http://jellywp.com/html/sprasa-preview/img/alexunder-hess-6zqd6092B1c-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/alexunder-hess-6zqd6092B1c-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:31	4638/4638	---M--	200	added ('OK')	image/jpeg	etag:%22121e-5af5e03daa280%22	http://jellywp.com/html/sprasa-preview/img/daniel-korpai-Y3LGWCsrgmg-unsplash-120x120.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/daniel-korpai-Y3LGWCsrgmg-unsplash-120x120.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:36	29436/29436	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2272fc-5af6fc9c64c40%22	http://jellywp.com/html/sprasa-preview/css/fonts/jl_font.eot?g2i4p6	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/css/fonts/jl_font678a.eot	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:38	154753/154753	---M-Z	200	added ('OK')	application/javascript	etag:%2225c81-5af6fc97a0100-gzip%22	http://jellywp.com/html/sprasa-preview/js/jquery.js	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/js/jquery.js	(from http://jellywp.com/html/sprasa-preview/)
01:47:41	108157/108157	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a67d-5af6fc9c64c40%22	http://jellywp.com/html/sprasa-preview/css/fonts/jl_font.svg?g2i4p6	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/css/fonts/jl_font678a.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:41	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/loader.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/loader.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:42	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/visa.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/visa.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:42	29272/29272	---M--	200	added ('OK')	application/font-sfnt	etag:%227258-5af6fc9a7c7c0%22	http://jellywp.com/html/sprasa-preview/css/fonts/jl_font.ttf?g2i4p6	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/css/fonts/jl_font678a.ttf	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:42	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/mastercard.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/mastercard.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:43	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/diners.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/diners.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:43	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/maestro.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/maestro.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:43	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/jcb.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/jcb.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:44	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/amex.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/amex.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:44	519554/519554	---M--	200	added ('OK')	image/jpeg	etag:%227ed82-5af5e083486c0%22	http://jellywp.com/html/sprasa-preview/img/pexels-asya-cusima-3097297-1920x0.jpg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/img/pexels-asya-cusima-3097297-1920x0.jpg	(from http://jellywp.com/html/sprasa-preview/)
01:47:44	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/images/icons/credit-cards/discover.svg	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/images/icons/credit-cards/discover.svg	(from http://jellywp.com/html/sprasa-preview/css/style.css)
01:47:45	1426/1426	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22592-5b3432b62e2da%22	http://jellywp.com/html/sprasa-preview/css/img/star-rating.png	C:/Users/User/Desktop/blog2/2/jellywp.com/html/sprasa-preview/css/img/star-rating.png	(from http://jellywp.com/html/sprasa-preview/css/style.css)
